1.029,1.217,0
1.001,1.217,0
1.016,1.138,0
1.015997,0.7910023,0
1.016,0.279,0
1.016,0.053,0
1.016,-1.0043,0
1.016,-1.223,0
1.153,-1.363,0
1.22371,-1.36304,0
1.42,-1.363,0
1.42,-1.329,0
1.372,-1.329,0
1.372,-1.25,0
1.57,-1.25,0
1.768,-1.25,0
1.768,-1.211,0
1.786,-1.174,0
2.134,-0.973,0
2.377,-0.389,0
2.353,-0.4,0
2.352,0.4,0
2.377,0.389,0
2.128,0.993,0
2.07,1.04,0
1.785,1.077,0
1.647,1.077,0
1.60392,1.09014,0
1.561116,1.100595,0
1.549518,1.103379,0
1.52119,1.110199,0
1.50465,1.118224,0
1.498022,1.125647,0
1.5009,1.16355,0
1.49655,1.20591,0
1.49671,1.21405,0
1.50302,1.23691,74
1.48406,1.24722,74
1.43554,1.1903,0
1.41778,1.16945,0
1.38992,1.16821,0
1.37759,1.20078,0
1.37247,1.23377,0
1.37208,1.26729,0
1.37883,1.31,0
1.419,1.31,0
1.419,1.348,0
1.28,1.347,0
1.28,1.331,0
1.239,1.238,0
1.209,1.202,0
1.181,1.183,0
1.116,1.16591,0
1.042,1.1624,0
1.029,1.217,0